id,fecha,ciudadano_nombre,ciudadano_dni,ciudadano_email,ciudadano_telefono,localidad,tipo_solicitud,departamento_destino,texto_solicitud,prioridad,estado,canal_ingreso
250a0f82-3bb1-4e7f-8c29-b31d105ad32b,2024-12-13,Benicio Maite Sanchez Rodriguez,47845241,mateo-ezequiel55@example.net,+54 15 2330 7765,Corrientes,Trámite,ARBA,Solicito exención de impuestos por discapacidad.,Media,Resuelta,Teléfono
aea50f56-0c0e-4149-ac18-f8a47d67a2ef,2025-06-04,Abril Valentina Jazmin Diaz Lopez,17987190,federicoflores@example.net,+54 9 3468 1094,San Ferando del Valle de Catamarca,Consulta,ARBA,¿Dónde consulto el estado de cuenta de mis impuestos?,Alta,En proceso,Web
ead94f36-1fe5-4b0f-b271-f79fa32d4233,2025-07-27,Ian Benjamin Geronimo Fernandez,78170586,cirolucero@example.net,+54 15 2442 5846,San Miguel de Tucumán,Queja,Registro de Personas,El registro civil de San Ferando del Valle de Catamarca no atiende en los horarios publicados.,Alta,Pendiente,Teléfono
7d4d2fe7-6914-4167-beb9-6b03cabc5287,2024-11-02,Dr(a). Lautaro Nahuel Suarez,48362480,santiago-nicolas09@example.org,+54 15 2817 4587,Ushuaia,Sugerencia,Ministerio de Ambiente,Propongo más campañas de reciclaje en las escuelas.,Alta,Resuelta,Presencial
0aae98d9-5e35-4370-a9a0-9e7000fa9790,2024-11-27,Sr(a). Ludmila Torres,89431733,valentinadiaz@example.com,+54 9 3298 9633,Ushuaia,Trámite,ARBA,Quiero transferir la titularidad de un vehículo.,Alta,Resuelta,Presencial
d2bca04e-e3f9-4343-a4b6-505f0ce589a7,2025-06-12,Benjamin Soria,50293682,nlopez@example.net,+54 15 2189 5396,San Juan,Sugerencia,Ministerio de Seguridad,Sugiero crear una app para denuncias ciudadanas.,Media,Pendiente,Email
eec6ac15-067a-4d1c-bc4b-359bf3f67979,2025-04-06,Tiziano Benjamin Juan Cruz Gonzalez Gonzalez,60150570,tomasgonzalez@example.org,+54 9 3775 5912,Comodoro Rivadavia,Sugerencia,Ministerio de Obras Públicas,Sugiero mejorar el drenaje pluvial en Barrio Silva.,Baja,Pendiente,Email
1cbeb535-ece0-4983-836d-343ad226bc05,2025-04-16,Lola Dominguez,36945591,juan-manuel86@example.org,+54 9 3720 7490,Comodoro Rivadavia,Trámite,Ministerio de Producción,Necesito certificado de productor agropecuario.,Media,Resuelta,Presencial
cc939f6d-e0f5-45f1-8f61-2d8582801014,2025-05-23,Malena Soto Alvarez,98602099,micaelamoyano@example.com,+54 15 2890 0795,Santa Fe,Trámite,Ministerio de Seguridad,Necesito renovar mi DNI que está vencido.,Baja,Pendiente,Presencial
b9d5746d-d7c8-4032-b0ee-79b68f82362f,2025-04-23,Dr(a). Sofía Aguirre,23627762,mia-morena71@example.org,+54 9 3395 9163,La Plata,Consulta,Registro de Personas,¿Cómo obtengo partida de nacimiento legalizada?,Baja,En proceso,Web
6ce04960-8768-4db4-bd25-9c040fa3d479,2024-12-28,Antonella Hernandez,72282336,francesca54@example.net,+54 15 2318 5784,Neuquén,Consulta,Ministerio de Educación,¿Qué documentación necesito para el pase de escuela?,Alta,En proceso,Presencial
0b41e8ca-8a4e-4b30-a1b8-85ef8b7a6fa9,2025-03-10,Uma  Joaquín Paz Dominguez,90018451,martina85@example.net,+54 15 2544 3908,Mar del Plata,Trámite,Registro de Personas,Necesito partida de defunción de mi madre.,Alta,En proceso,Teléfono
adfa86ee-2eb4-4fc0-bdb1-c094770810b2,2024-11-22,Juliana Rodriguez,95041259,mateo89@example.net,+54 9 3157 3883,Santa Rosa,Queja,Ministerio de Seguridad,La comisaría 81 no atiende las 24 horas como debería.,Media,Pendiente,Presencial
c6e89b51-8ba7-4042-b20f-e2b07111b7c4,2024-10-29,Juana Alvarez,75034338,benjamin-ezequiel08@example.com,+54 15 2395 5453,Neuquén,Trámite,Ministerio de Seguridad,Solicito constancia de domicilio para trámites bancarios.,Alta,Pendiente,Email
0aa855a4-4a2b-492f-8665-e40a63404ec1,2024-10-12,Alma Renata Vega Ortiz,99233519,agostinamartinez@example.net,+54 9 3655 0825,Corrientes,Trámite,Ministerio de Obras Públicas,Solicito permiso para obra en vía pública.,Alta,En proceso,Presencial
594fa9c7-1416-4155-83a3-e514d28ca8d9,2024-10-27,Ciro Benjamin Gonzalez Navarro,34486162,kcordoba@example.net,+54 15 2526 0614,Santiago del Estero,Queja,Ministerio de Seguridad,La comisaría 30 no atiende las 24 horas como debería.,Baja,Pendiente,Email
fdac6547-c58d-4a37-baac-2e6bd2d48639,2025-01-17,Dr(a). Facundo Cabrera,68840145,ledesmavalentina@example.net,+54 15 2143 9286,San Ferando del Valle de Catamarca,Trámite,Ministerio de Ambiente,Necesito permiso para poda de árbol en mi propiedad.,Alta,Resuelta,Presencial
0e53216a-cde9-40e9-ae05-789d43f48f36,2025-02-27,Jeremias Coronel Martinez,42845783,rnunez@example.net,+54 15 2102 2117,Comodoro Rivadavia,Sugerencia,Ministerio de Ambiente,Propongo más campañas de reciclaje en las escuelas.,Baja,Resuelta,Presencial
da06f317-3330-4c2e-8770-5865f5347de7,2025-03-25,Mateo Benjamin Bautista Gomez,83809655,sanchezbautista@example.net,+54 9 3436 1269,Rawson,Consulta,Ministerio de Ambiente,¿Cómo solicito la poda de árboles públicos?,Media,Resuelta,Web
f4a7eef6-f77a-4da6-9cab-9ee1025ce4a0,2024-10-11,Sr(a). Mateo Valentin Moreno,89082109,fernandezagustina@example.org,+54 9 3872 7699,Ushuaia,Queja,Ministerio de Educación,El transporte escolar no pasa por mi barrio en Paraná.,Alta,Pendiente,Teléfono
7dd541da-c5a6-4a2e-9abe-a3700b631692,2024-08-19,Tomas Benjamin Emma Diaz,65076256,thiago33@example.net,+54 15 2716 3828,Mar del Plata,Trámite,Ministerio de Salud,Necesito renovar mi credencial de obra social provincial.,Baja,En proceso,Presencial
df59d184-b285-419d-9ea2-6e8715aa7570,2024-11-08,Bautista Martin Vargas,28975512,mateo32@example.net,+54 9 3763 7900,San Miguel de Tucumán,Consulta,Ministerio de Ambiente,¿Cómo denuncio un delito ambiental?,Baja,Pendiente,Teléfono
2553922c-c164-4226-bebc-a2f74c4bc357,2025-01-20,Bautista Thiago Joaquin Silva Gonzalez,11950201,moyanojazmin@example.net,+54 9 3765 6893,Resistencia,Trámite,Ministerio de Educación,Quiero inscribirme en los cursos de capacitación docente.,Baja,En proceso,Presencial
952d6418-fd54-4089-b6fe-9a46e727816a,2025-01-29,Thiago Leonel Julian Medina,49002365,martinezjuan-david@example.net,+54 9 3818 8106,Santiago del Estero,Consulta,Ministerio de Educación,¿Qué documentación necesito para el pase de escuela?,Alta,En proceso,Teléfono
be2d0dd9-6f03-447d-9652-c9b059fa955a,2025-04-26,Lautaro Martina Rojas,22473227,ian-benjamin37@example.com,+54 15 2764 2371,Córdoba,Queja,Ministerio de Desarrollo Social,Los trabajadores sociales no visitan Barrio Rodriguez desde hace tiempo.,Alta,Pendiente,Presencial
f06e7617-7b91-4175-ad04-07f70abf1ce0,2025-01-18,Juan Ignacio Ferreyra Rios,66248093,antonellarios@example.net,+54 9 3767 0817,Ushuaia,Trámite,Ministerio de Salud,Quiero inscribirme en el programa de medicación gratuita.,Baja,Pendiente,Web
5938d54d-a084-4b8b-9427-4c48e1f8757e,2025-04-27,Maria Paz Ledesma Rodriguez,63342594,qmunoz@example.com,+54 9 3755 7284,Formosa,Consulta,Ministerio de Seguridad,¿Qué documentos necesito para tramitar el DNI?,Alta,Pendiente,Teléfono
a18adb58-b817-45fd-b023-80bb9ee53ab8,2024-10-27,Josefina Sosa Lopez,41779315,brunofernandez@example.net,+54 9 3747 7064,Comodoro Rivadavia,Sugerencia,Registro de Personas,Deberían modernizar el sistema de seguimiento de trámites.,Alta,Resuelta,Presencial
d4f6c5c3-caaf-4737-9b8c-cc72e1327ed1,2025-05-08,Valentino Josefina Coronel Fernandez,34657867,ndiaz@example.com,+54 15 2421 5515,La Rioja,Sugerencia,Ministerio de Salud,Sugiero más campañas de prevención en salud mental.,Media,Pendiente,Web
503c9eb5-dff7-4640-b04f-f848c50a02a5,2025-07-21,Santino Gabriel Agustin Rios,30815814,lautaro11@example.org,+54 15 2135 7181,Mendoza,Consulta,Ministerio de Educación,¿Cómo inscribo a mi hijo en el jardín de infantes de Santa Fe?,Alta,En proceso,Email
3ff582e9-8154-4b3b-bdc5-124758cb1a90,2025-06-06,Manuel Campos,86036120,jazmin76@example.net,+54 9 3616 4238,San Juan,Consulta,Ministerio de Obras Públicas,¿Cómo solicito conexión de agua potable para mi barrio?,Media,Pendiente,Presencial
9f10063f-08ce-490e-85ea-9becb7b8e031,2025-01-30,Juan Pablo Sanchez,50767636,tiziano-benjamin80@example.net,+54 9 3754 5935,Resistencia,Sugerencia,Ministerio de Salud,Deberían instalar más consultorios móviles en zonas rurales.,Alta,En proceso,Web
6df691d8-5ef0-4e23-b64c-58901604e7ae,2025-04-24,Ignacio Isabella Olivera,62802067,pacosta@example.net,+54 9 3122 8450,San Luis,Consulta,Ministerio de Desarrollo Social,¿Dónde puedo inscribirme en los cursos de capacitación laboral?,Alta,En proceso,Email
050d6b5e-0f60-4837-9431-6c848789a134,2025-02-01,Dr(a). Maite Torres,78962855,lopezjoaquin@example.org,+54 15 2411 6931,San Juan,Sugerencia,Registro de Personas,Sugiero turnos de tarde para personas que trabajan.,Baja,En proceso,Web
c0923b73-38a9-4b51-a6c0-85283108c914,2025-05-29,Pedro Arias Olivera,14038962,maria-emilia10@example.org,+54 15 2745 9594,Formosa,Trámite,ARBA,Solicito exención de impuestos por discapacidad.,Media,En proceso,Web
9c6118d1-1de1-411e-b0d2-5b168e799ae8,2024-12-28,Martina Santiago Romero,69125196,sanchezlucia@example.net,+54 15 2983 2710,Córdoba,Trámite,Ministerio de Desarrollo Social,Quiero inscribirme en el programa de microcréditos.,Alta,Pendiente,Web
f36e7d23-87cc-449d-bb66-257c4b8a9afd,2025-04-19,Luz Milagros Lopez,91049182,maite99@example.com,+54 9 3559 1019,Chilecito,Sugerencia,ARBA,Propongo más oficinas de ARBA en el interior.,Media,Resuelta,Presencial
65b8ad09-5f90-420f-bc67-7c0ac6ca116b,2024-11-16,Victoria Maidana Morales,81714159,beniciovera@example.net,+54 9 3727 3658,Santa Fe,Trámite,Ministerio de Producción,Solicito habilitación comercial para mi negocio.,Media,Pendiente,Presencial
a03d40c7-a3b8-45da-b408-3a734d5ca6b4,2024-10-16,Santino Gomez Gimenez,75068537,ana-paula82@example.org,+54 9 3128 0572,Santa Fe,Queja,Ministerio de Ambiente,"Empresa Empresa Ayala, Paez and Flores contamina el aire sin control en San Juan.",Alta,En proceso,Web
6c1987e7-23f2-4524-8ec6-ade432abb916,2024-10-26,Sofia Santino Gabriel Perez Suarez,71418647,ffernandez@example.org,+54 9 3382 8908,Viedma,Sugerencia,Ministerio de Educación,Deberían instalar wifi gratuito en todas las escuelas públicas.,Baja,Pendiente,Teléfono
12c71f75-79fb-415f-90fc-9c0e13d152ac,2025-06-17,Sr(a). Helena Castillo,80726800,uromero@example.net,+54 15 2849 5603,Corrientes,Consulta,Registro de Personas,¿Cómo obtengo partida de nacimiento legalizada?,Alta,Pendiente,Email
73e31ae9-a9a3-4971-a3b5-0fd89a9782fd,2024-09-28,Juan Bautista Benjamin Ezequiel Paez Ruiz,32144524,rojasvalentina@example.com,+54 9 3677 4581,Formosa,Sugerencia,Ministerio de Obras Públicas,Propongo instalar reductores de velocidad en estación de tren.,Media,Pendiente,Presencial
ef44c147-20c3-4a81-abf5-6277dc796437,2024-10-28,Joaquín Valentina  Nuñez,85842947,jmartinez@example.org,+54 15 2274 6114,Corrientes,Queja,Ministerio de Salud,Demora excesiva en la atención en el hospital HIGA. Esperé 9 horas para ser atendido.,Alta,Resuelta,Web
108852dd-397e-426d-ba85-258c54d441bb,2025-07-11,Malena Vazquez,28156432,ocruz@example.net,+54 15 2661 0923,Mar del Plata,Sugerencia,Ministerio de Ambiente,Sugiero controles más estrictos a las industrias contaminantes.,Alta,En proceso,Web
5f84c578-e163-4467-90f2-5a23b8ec9b01,2025-04-30,Juan Cruz Herrera Ramos,62794401,amparomedina@example.net,+54 15 2763 2156,Ushuaia,Consulta,Ministerio de Salud,¿Cómo puedo inscribirme al programa de vacunación contra sarampión?,Media,Resuelta,Teléfono
1c4db5df-c16b-4497-b8a0-31a462e1f062,2025-07-08,Sr(a). Bruno Ledesma,40305191,alexander20@example.net,+54 15 2221 3618,La Rioja,Queja,Ministerio de Desarrollo Social,Los trabajadores sociales no visitan Barrio Cardozo desde hace tiempo.,Media,Resuelta,Email
cbc00a6c-986f-43c4-811f-38a98c099584,2024-10-27,Enzo Vega Perez,75636564,gmedina@example.com,+54 9 3800 3682,Merlo,Trámite,ARBA,Quiero transferir la titularidad de un vehículo.,Media,Resuelta,Web
a410ea29-8226-473c-8f87-3bcc1b7c30cf,2024-12-30,Sr(a). Lisandro Rodriguez,67768217,dylan-ezequielgonzalez@example.net,+54 15 2706 4607,San Salvador de Jujuy,Sugerencia,ARBA,Sería útil mejorar el sistema de turnos online.,Baja,Pendiente,Presencial
9fb60766-810f-4467-8c5a-bb6415d763e0,2025-04-20,Alvaro Morales,32787911,lucamedina@example.com,+54 15 2543 6971,Rawson,Trámite,Ministerio de Desarrollo Social,Solicito inscripción en el programa Potenciar Trabajo.,Alta,Pendiente,Email
45de425d-96c6-4d97-a811-f2c483b1b444,2025-02-22,Mateo Thiago Ezequiel Paz,17831853,moyanozoe@example.com,+54 15 2378 6777,Rawson,Trámite,Registro de Personas,Quiero inscribir el nacimiento de mi hijo.,Media,En proceso,Presencial
e68cfc91-3c15-4c1d-a1e2-5a296be7ad85,2025-06-03,Benicio Gomez,23755266,lorenzo27@example.net,+54 9 3476 1765,Córdoba,Trámite,Ministerio de Salud,Solicito certificado de discapacidad para mi madre.,Baja,Pendiente,Web
9fe18256-456e-4bf6-8024-fd7abaa0d105,2025-02-19,Santiago Correa,10937688,luciavaldez@example.org,+54 9 3525 5717,Corrientes,Queja,ARBA,Me cobran impuesto inmobiliario por una propiedad que ya vendí.,Baja,Resuelta,Web
2c45bbd5-262e-4712-831b-5dfd50175f4d,2024-08-11,Lucia Rojas,28401991,milenamedina@example.com,+54 15 2378 7323,Paraná,Sugerencia,Ministerio de Salud,Sería útil implementar turnos online para el centro de salud de Posadas.,Alta,En proceso,Presencial
475accc7-2fd8-468c-8708-807919b8bff9,2025-06-15,Lisandro Muñoz,21447690,facundolopez@example.com,+54 9 3719 5697,Formosa,Consulta,Ministerio de Desarrollo Social,¿Cómo me inscribo en el programa de asistencia alimentaria?,Baja,Resuelta,Email
f74b48ed-e4f6-4079-9de7-f8470b7735fc,2024-09-21,Maria Paz Sofia Perez Aguirre,69875867,dmaidana@example.com,+54 9 3626 5106,Rosario,Queja,Ministerio de Educación,El transporte escolar no pasa por mi barrio en Córdoba.,Alta,Pendiente,Teléfono
533a7b81-2c3f-4112-8eaa-df9d183061c3,2024-11-19,Sr(a). Guadalupe Ramos,84334739,francescosoto@example.com,+54 9 3348 0732,Viedma,Trámite,ARBA,Necesito certificado de libre deuda inmobiliaria.,Baja,En proceso,Presencial
711f6c1f-b21e-48c0-9b8d-3792ec5ccfc2,2025-05-18,Camila Diaz,94002859,joaquinalopez@example.net,+54 9 3276 3800,San Juan,Consulta,Ministerio de Seguridad,¿Qué documentos necesito para tramitar el DNI?,Alta,Resuelta,Web
8a75a67d-7f63-4a59-97b0-dabfea6a2b04,2025-06-22,Santino Agustin Gonzalez Gomez,18447440,pazbautista@example.net,+54 15 2375 9685,Corrientes,Consulta,Ministerio de Educación,¿Cuándo abren las inscripciones para secundaria técnica?,Media,Pendiente,Email
4f626824-025c-41a5-879e-3af2e5c27997,2025-05-11,Sr(a). Agustín Gutierrez,21629652,angelina45@example.org,+54 9 3925 7994,Neuquén,Queja,Ministerio de Educación,La escuela Escuela N° 353 de Chilecito no tiene calefacción funcionando.,Alta,Resuelta,Web
621185c6-00e1-4605-8444-f6704bed9f5b,2025-02-12,Josefina Valdez,23811969,gael45@example.net,+54 9 3958 8479,San Ferando del Valle de Catamarca,Queja,Ministerio de Educación,La infraestructura de la escuela Escuela N° 48 está deteriorada y es peligrosa.,Baja,Resuelta,Teléfono
78878f65-310c-4539-93e8-54f522da28b4,2025-01-08,Francesca Sosa Bustos,59609994,yromero@example.com,+54 15 2428 6185,Mar del Plata,Consulta,Ministerio de Educación,¿Cómo solicito una beca estudiantil provincial?,Media,En proceso,Teléfono
521bf9db-1164-4e43-b484-a89bd71e0b65,2024-12-18,Isabella Isabella Farias,79602253,salvadorramos@example.org,+54 15 2721 2527,San Juan,Queja,Ministerio de Seguridad,Denuncié violencia doméstica hace una semana y no hay respuesta.,Alta,Pendiente,Presencial
f3d94dad-0fda-4cf0-8bc2-de6e16519897,2025-02-20,Thiago Agustin Garcia Fernandez,53359968,sofia94@example.net,+54 15 2159 5755,San Miguel de Tucumán,Queja,Ministerio de Producción,La oficina de habilitaciones comerciales de Santiago del Estero nunca está abierta.,Baja,Pendiente,Teléfono
70a1c368-507b-4dc6-8cb9-8b16daea5a6f,2025-02-14,Manuel Suarez Luna,27345501,juan-cruz26@example.org,+54 15 2432 6255,Rawson,Trámite,Ministerio de Obras Públicas,Quiero denunciar una pérdida de agua en la vía pública.,Media,Resuelta,Teléfono
5c2d05fb-007a-47fa-9c3c-a9953e0d3e98,2025-02-07,Samuel Diaz,75156802,gabrielbenitez@example.com,+54 15 2849 2416,Rawson,Queja,Ministerio de Desarrollo Social,El centro comunitario de Ushuaia está cerrado sin aviso.,Media,Resuelta,Email
5ce0d193-637c-4429-9cda-e647dcc2e862,2025-02-07,Sr(a). Julieta Vazquez,28703141,gonzalo85@example.org,+54 15 2444 1288,San Miguel de Tucumán,Trámite,Ministerio de Salud,Solicito certificado de discapacidad para mi esposa.,Alta,Resuelta,Teléfono
f4e58ca1-8b77-46fb-8221-90a07ab61649,2025-03-23,Juan Ignacio Garcia,69568840,lopezguadalupe@example.net,+54 15 2150 4467,San Ferando del Valle de Catamarca,Sugerencia,Ministerio de Desarrollo Social,Sería útil crear más cooperativas de trabajo en Resistencia.,Baja,En proceso,Web
df1a9afe-1e72-495f-ac4a-974070c11752,2025-04-05,Mateo Valentin Maidana,20375616,felipe41@example.org,+54 9 3541 7146,Corrientes,Sugerencia,Ministerio de Salud,Deberían instalar más consultorios móviles en zonas rurales.,Media,Resuelta,Presencial
fc089f8c-869c-4672-a235-3b72532f7787,2024-08-18,Juan Cruz Emilia Rodriguez,30409500,perezgael@example.com,+54 15 2536 0642,Córdoba,Queja,Registro de Personas,No hay sistema para consultar el estado de mi trámite.,Alta,Resuelta,Web
1e294e80-f9f7-41a3-80d3-40e27203400e,2024-09-14,Juan Ignacio Bianca Alvarez Rodriguez,47375537,thiagodiaz@example.org,+54 9 3426 7713,Corrientes,Sugerencia,ARBA,Sería útil mejorar el sistema de turnos online.,Alta,En proceso,Email
08f2cfdf-b0e5-48cd-8c48-4ad936412e26,2024-12-20,Emma Lopez Flores,12434971,mateo-benjaminaguero@example.net,+54 15 2701 7196,San Salvador de Jujuy,Trámite,Ministerio de Obras Públicas,Necesito autorización para conexión de agua en mi propiedad.,Baja,En proceso,Web
19827f7f-69ef-42dc-9645-65ccabe9507d,2024-09-14,Franco Moyano Garcia,79211839,alfonsina52@example.com,+54 9 3610 4138,Rawson,Consulta,Ministerio de Salud,¿Cómo solicito una ambulancia para traslado programado?,Media,Pendiente,Web
73aea057-d202-421a-9fe6-62c162493384,2025-06-26,Dr(a). Lautaro Fernandez,34269739,octavioacuna@example.org,+54 9 3741 0369,La Plata,Consulta,Ministerio de Obras Públicas,¿Cuándo van a repavimentar la calle Calle Santiago del Estero de Rawson?,Alta,Pendiente,Email
1238e254-0875-4610-bc65-58c57bef55bb,2025-06-01,Fausto Valentina Nuñez Romero,92282015,felicitasmartin@example.com,+54 15 2967 1417,Santa Fe,Queja,Ministerio de Ambiente,Hay contaminación del agua en el arroyo Juan Pablo de San Ferando del Valle de Catamarca.,Alta,En proceso,Web
2bdfdcfd-10f0-4294-8819-b09bec237cee,2025-05-07,Antonella Martinez Sanchez,96158495,srios@example.org,+54 15 2422 1387,Comodoro Rivadavia,Trámite,Ministerio de Desarrollo Social,Solicito asistencia económica por situación de vulnerabilidad.,Alta,En proceso,Presencial
29bdc5a8-4dfe-4e7b-b51c-6db01ca5d747,2024-12-06,Santino Lopez Gonzalez,69388494,rdominguez@example.com,+54 15 2634 3429,Neuquén,Queja,Ministerio de Ambiente,Empresa Empresa Vega-Martinez contamina el aire sin control en La Plata.,Baja,Pendiente,Email
ba8fb891-8d5a-4d78-9440-ac9bb36dde21,2025-01-27,Juan Francisco Dominguez,50089008,genarodiaz@example.net,+54 15 2117 1424,San Luis,Queja,Ministerio de Seguridad,Los patrulleros no funcionan en la comisaría de La Plata.,Media,Pendiente,Teléfono
b2e34611-6586-4d57-9bae-04b18395e21a,2024-11-02,Julieta Torres Cruz,52323105,maximo34@example.net,+54 15 2472 7571,Río Gallegos,Sugerencia,Ministerio de Educación,Deberían instalar wifi gratuito en todas las escuelas públicas.,Media,Pendiente,Email
49148d04-da4b-4f78-a788-2b3c17b1b0b4,2025-06-28,Juan Pablo Benjamin Garcia Gomez,46626156,sanchezdelfina@example.net,+54 9 3892 1424,La Plata,Consulta,Ministerio de Salud,¿Cómo puedo inscribirme al programa de vacunación contra sarampión?,Media,En proceso,Presencial
1e548aa2-fb9e-43ce-b328-0fd99801ba56,2025-04-30,Martín Lola Caceres,65770014,uavila@example.com,+54 9 3133 4064,Bahía Blanca,Trámite,Registro de Personas,Solicito renovación de DNI por vencimiento.,Alta,Resuelta,Email
38abfd61-ec2d-4e0a-92e9-3e2005f69a7d,2025-05-04,Sr(a). Morena Toledo,77509827,ayalabenjamin@example.com,+54 9 3733 0222,Paraná,Sugerencia,ARBA,Propongo más oficinas de ARBA en el interior.,Baja,Resuelta,Presencial
efd21e9c-a7cb-441d-a272-a01c8df744c2,2025-01-22,Sr(a). Valentino Aguero,19298471,juan-cruzperez@example.com,+54 15 2212 1005,San Luis,Consulta,Registro de Personas,¿Qué documentos necesito para inscribir a mi bebé?,Alta,En proceso,Presencial
4a4defc2-3cf3-4109-b2fd-a2ca608f109b,2024-12-14,Gino Gonzalez Guzman,17267845,martinezmaite@example.org,+54 9 3515 8830,Comodoro Rivadavia,Sugerencia,Ministerio de Obras Públicas,Propongo instalar reductores de velocidad en hospital.,Baja,Pendiente,Teléfono
a473f005-83af-475a-93d3-4a5844f9a40a,2024-11-01,Santiago Gomez,49399696,xmartinez@example.org,+54 15 2885 8413,Ushuaia,Consulta,Ministerio de Ambiente,¿Qué días pasa la recolección de residuos reciclables?,Media,En proceso,Web
26aae9ff-9589-481e-b932-7cadf3f54cf0,2024-09-17,Sr(a). Facundo Lopez,73362261,miasanchez@example.org,+54 9 3203 1496,Comodoro Rivadavia,Trámite,Ministerio de Desarrollo Social,Solicito asistencia económica por situación de vulnerabilidad.,Alta,Resuelta,Teléfono
239d5450-0544-449e-b3d4-5c6d84a29a2f,2024-12-10,Delfina Pereyra,47373135,juan-sebastian89@example.net,+54 15 2338 9714,Viedma,Queja,Ministerio de Ambiente,Hay contaminación del agua en el arroyo Mateo Benjamin de Comodoro Rivadavia.,Alta,En proceso,Web
563fb8fb-cafd-4090-af23-c0f368bacad7,2024-09-13,Martina Thiago Benjamin Hernandez,82349774,sotobenjamin@example.com,+54 15 2685 8606,Neuquén,Sugerencia,Ministerio de Desarrollo Social,Sugiero ampliar los programas de asistencia a jóvenes.,Alta,Resuelta,Email
44bd7130-8cd1-4572-adc5-afe2932a21cb,2025-01-05,Tomàs Rios,75129283,tsosa@example.net,+54 15 2878 1276,Santa Rosa,Queja,Ministerio de Producción,No aprueban mi proyecto productivo hace 6 meses sin explicación.,Alta,Pendiente,Email
c06d467c-d4bf-484c-a4bb-77681a78db53,2025-01-07,Renata Constanza Navarro Cardozo,21596347,fernandezlucia@example.net,+54 15 2490 6955,San Juan,Sugerencia,Ministerio de Producción,Sugiero más ferias de productos locales.,Baja,En proceso,Email
2255cac4-2a79-4d64-af78-0dfbba4c0c81,2025-04-11,Sr(a). Thiago Benjamin Gimenez,52742357,agustinagonzalez@example.org,+54 9 3741 1343,Neuquén,Queja,Ministerio de Producción,No aprueban mi proyecto productivo hace 5 meses sin explicación.,Media,Resuelta,Web
b3701cea-5695-4359-a40e-fe096439ebaa,2025-04-23,Florencia Tomàs Rodriguez Acosta,71871336,diazdelfina@example.com,+54 9 3227 3621,Salta,Consulta,Ministerio de Desarrollo Social,¿Cómo me inscribo en el programa de asistencia alimentaria?,Media,Pendiente,Email
faf94306-42fb-495e-9610-df2ebf3f7e8d,2025-03-06,Alma Maldonado Lopez,96680304,wrojas@example.org,+54 9 3972 9045,San Ferando del Valle de Catamarca,Trámite,Ministerio de Producción,Solicito habilitación comercial para mi negocio.,Baja,Pendiente,Email
c60c016f-e334-4424-b5e3-30e70fc8f7c1,2024-10-02,Isabella Rodriguez Morales,11399256,ialvarez@example.com,+54 15 2629 3609,La Rioja,Consulta,Ministerio de Seguridad,¿Qué documentos necesito para tramitar el DNI?,Alta,En proceso,Web
51e953f6-7b1a-4125-b217-e32e3093e4cb,2024-10-09,Santino Benjamin Ian Villalba,71576109,thiago36@example.org,+54 15 2324 6146,Santa Rosa,Consulta,Ministerio de Producción,¿Cómo accedo a créditos para pymes?,Alta,Pendiente,Presencial
ef0afd02-6056-48ac-a846-b5636efc9bef,2025-01-24,Sr(a). Julian Gomez,15463512,ramirezcatalina@example.net,+54 9 3285 8733,Mar del Plata,Trámite,Ministerio de Ambiente,Necesito permiso para poda de árbol en mi propiedad.,Alta,Resuelta,Web
7cfd885f-ebe9-4472-9e7c-256185d6db3c,2025-01-10,Valentin Juan Cruz Pereyra Nuñez,39255158,leivacatalina@example.net,+54 9 3573 4622,San Miguel de Tucumán,Trámite,Ministerio de Obras Públicas,Quiero denunciar una pérdida de agua en la vía pública.,Alta,Resuelta,Email
126b92b6-20ca-48d1-a66f-5c8cbf72a3c4,2024-08-14,Luciana Fernandez Mansilla,33533900,hdiaz@example.com,+54 9 3921 9510,Corrientes,Trámite,Ministerio de Seguridad,Quiero registrar mi arma de fuego legalmente.,Alta,Pendiente,Presencial
7ad01cbf-76bc-4531-b18d-4bf9011e85c8,2025-04-01,Catalina Vera Sanchez,26203111,mia-valentinavillalba@example.org,+54 9 3323 6525,Posadas,Sugerencia,ARBA,Propongo más oficinas de ARBA en el interior.,Baja,Pendiente,Web
b028b27e-e84d-453a-8abb-9ee8def8ae49,2025-01-13,Manuel Gonzalez,17197430,benjamin36@example.org,+54 15 2235 0691,Posadas,Consulta,Ministerio de Desarrollo Social,¿Cómo solicito ayuda para adultos mayores?,Baja,Resuelta,Teléfono
73f67871-74ed-4b99-a790-4447d6f70862,2025-03-10,Gonzalo Delfina Morales,69949113,mateo01@example.com,+54 9 3319 0473,San Ferando del Valle de Catamarca,Queja,Ministerio de Producción,No aprueban mi proyecto productivo hace 11 meses sin explicación.,Media,Resuelta,Presencial
c24d552f-29d4-4e63-95a5-b09de3e2ffef,2025-07-27,Santino Uma  Ferreyra Vega,22722372,verajazmin@example.com,+54 15 2318 6295,Posadas,Consulta,Ministerio de Ambiente,¿Dónde puedo consultar la calidad del aire en mi zona?,Media,Resuelta,Web
7a381d7f-118d-43b4-b242-655eb3fdbdc8,2024-10-29,Sofia Benitez Aguirre,34007497,valentingomez@example.net,+54 9 3698 3717,Comodoro Rivadavia,Trámite,Ministerio de Ambiente,Quiero denunciar contaminación sonora de un comercio.,Alta,Pendiente,Presencial
